publication_date,report_date,country,province,health_zone,confirmed_cases,probable_cases,confirmed_deaths,total_cases,total_deaths,total_suspected_cases,new_deaths,new_cured,total_cured,new_suspected_cases,old_suspected_cases,confirmed_cases_change,probable_cases_change,total_cases_change,confirmed_deaths_change,total_deaths_change,total_suspected_cases_change,source
2019-06-08,2019-06-07,COD,Ituri,Bunia,1,0,1,1,1,12,NA,NA,NA,NA,NA,0,0,0,0,0,6,https://mailchi.mp/sante.gouv.cd/ebola_kivu_08juin19
2019-06-08,2019-06-07,COD,Ituri,Komanda,28,9,10,37,19,4,NA,NA,NA,NA,NA,0,0,0,0,0,-1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_08juin19
2019-06-08,2019-06-07,COD,Ituri,Mambasa,0,0,0,0,0,1,NA,NA,NA,NA,NA,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_08juin19
2019-06-08,2019-06-07,COD,Ituri,Mandima,148,4,88,152,92,0,NA,NA,NA,NA,NA,3,0,3,1,1,-10,https://mailchi.mp/sante.gouv.cd/ebola_kivu_08juin19
2019-06-08,2019-06-07,COD,Ituri,Nyankunde,1,0,1,1,1,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_08juin19
2019-06-08,2019-06-07,COD,Ituri,Rwampara,2,0,2,2,2,6,NA,NA,NA,NA,NA,1,0,1,1,1,4,https://mailchi.mp/sante.gouv.cd/ebola_kivu_08juin19
2019-06-08,2019-06-07,COD,Ituri,Tchomia,2,0,2,2,2,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_08juin19
2019-06-07,2019-06-06,COD,North Kivu,Alimbongo,1,0,0,1,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_07juin19
2019-06-07,2019-06-06,COD,North Kivu,Beni,316,9,183,325,192,32,NA,NA,NA,NA,NA,1,0,1,1,1,16,https://mailchi.mp/sante.gouv.cd/ebola_kivu_07juin19
2019-06-07,2019-06-06,COD,North Kivu,Biena,8,1,8,9,9,46,NA,NA,NA,NA,NA,0,0,0,0,0,18,https://mailchi.mp/sante.gouv.cd/ebola_kivu_07juin19
2019-06-07,2019-06-06,COD,North Kivu,Butembo,235,0,254,235,254,17,NA,NA,NA,NA,NA,1,0,1,1,1,-6,https://mailchi.mp/sante.gouv.cd/ebola_kivu_07juin19
2019-06-07,2019-06-06,COD,North Kivu,Goma,0,0,0,0,0,5,NA,NA,NA,NA,NA,0,0,0,0,0,-7,https://mailchi.mp/sante.gouv.cd/ebola_kivu_07juin19
2019-06-07,2019-06-06,COD,North Kivu,Kalunguta,108,15,49,123,64,16,NA,NA,NA,NA,NA,0,0,0,0,0,3,https://mailchi.mp/sante.gouv.cd/ebola_kivu_07juin19
2019-06-07,2019-06-06,COD,North Kivu,Katwa,592,16,395,608,411,23,NA,NA,NA,NA,NA,1,0,1,0,0,-6,https://mailchi.mp/sante.gouv.cd/ebola_kivu_07juin19
2019-06-07,2019-06-06,COD,North Kivu,Kayina,8,0,5,8,5,3,NA,NA,NA,NA,NA,0,0,0,0,0,-2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_07juin19
2019-06-07,2019-06-06,COD,North Kivu,Kyondo,19,2,13,21,15,19,NA,NA,NA,NA,NA,0,0,0,0,0,6,https://mailchi.mp/sante.gouv.cd/ebola_kivu_07juin19
2019-06-07,2019-06-06,COD,North Kivu,Lubero,11,2,2,13,4,13,NA,NA,NA,NA,NA,0,0,0,0,0,2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_07juin19
2019-06-07,2019-06-06,COD,North Kivu,Mabalako,228,16,167,244,183,15,NA,NA,NA,NA,NA,3,0,3,2,2,-1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_07juin19
2019-06-07,2019-06-06,COD,North Kivu,Mangurujipa,12,0,6,12,6,16,NA,NA,NA,NA,NA,0,0,0,0,0,6,https://mailchi.mp/sante.gouv.cd/ebola_kivu_07juin19
2019-06-07,2019-06-06,COD,North Kivu,Masereka,38,6,15,44,21,4,NA,NA,NA,NA,NA,0,0,0,0,0,-3,https://mailchi.mp/sante.gouv.cd/ebola_kivu_07juin19
2019-06-07,2019-06-06,COD,North Kivu,Musienene,60,1,26,61,27,27,NA,NA,NA,NA,NA,0,0,0,0,0,2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_07juin19
2019-06-07,2019-06-06,COD,North Kivu,Mutwanga,5,0,3,5,3,10,NA,NA,NA,NA,NA,0,0,0,0,0,-15,https://mailchi.mp/sante.gouv.cd/ebola_kivu_07juin19
2019-06-07,2019-06-06,COD,North Kivu,Oicha,41,0,20,41,20,12,NA,NA,NA,NA,NA,0,0,0,0,0,-5,https://mailchi.mp/sante.gouv.cd/ebola_kivu_07juin19
2019-06-07,2019-06-06,COD,North Kivu,Vuhovi,85,13,31,98,44,1,NA,NA,NA,NA,NA,0,0,0,0,0,-6,https://mailchi.mp/sante.gouv.cd/ebola_kivu_07juin19
2019-06-07,2019-06-06,COD,Ituri,Bunia,1,0,1,1,1,6,NA,NA,NA,NA,NA,0,0,0,0,0,-3,https://mailchi.mp/sante.gouv.cd/ebola_kivu_07juin19
2019-06-07,2019-06-06,COD,Ituri,Komanda,28,9,10,37,19,5,NA,NA,NA,NA,NA,0,0,0,0,0,-3,https://mailchi.mp/sante.gouv.cd/ebola_kivu_07juin19
2019-06-07,2019-06-06,COD,Ituri,Mambasa,0,0,0,0,0,1,NA,NA,NA,NA,NA,0,0,0,0,0,1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_07juin19
2019-06-07,2019-06-06,COD,Ituri,Mandima,145,4,87,149,91,10,NA,NA,NA,NA,NA,2,0,2,2,2,-5,https://mailchi.mp/sante.gouv.cd/ebola_kivu_07juin19
2019-06-07,2019-06-06,COD,Ituri,Nyankunde,1,0,1,1,1,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_07juin19
2019-06-07,2019-06-06,COD,Ituri,Rwampara,1,0,1,1,1,2,NA,NA,NA,NA,NA,0,0,0,0,0,-2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_07juin19
2019-06-07,2019-06-06,COD,Ituri,Tchomia,2,0,2,2,2,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_07juin19
2019-06-06,2019-06-05,COD,North Kivu,Alimbongo,1,0,0,1,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_06juin19
2019-06-06,2019-06-05,COD,North Kivu,Beni,315,9,182,324,191,16,NA,NA,NA,NA,NA,0,0,0,0,0,-35,https://mailchi.mp/sante.gouv.cd/ebola_kivu_06juin19
2019-06-06,2019-06-05,COD,North Kivu,Biena,8,1,8,9,9,28,NA,NA,NA,NA,NA,0,0,0,0,0,-7,https://mailchi.mp/sante.gouv.cd/ebola_kivu_06juin19
2019-06-06,2019-06-05,COD,North Kivu,Butembo,234,0,253,234,253,23,NA,NA,NA,NA,NA,1,0,1,4,4,10,https://mailchi.mp/sante.gouv.cd/ebola_kivu_06juin19
2019-06-06,2019-06-05,COD,North Kivu,Goma,0,0,0,0,0,12,NA,NA,NA,NA,NA,0,0,0,0,0,-1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_06juin19
2019-06-06,2019-06-05,COD,North Kivu,Kalunguta,108,15,49,123,64,13,NA,NA,NA,NA,NA,0,0,0,0,0,-2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_06juin19
2019-06-06,2019-06-05,COD,North Kivu,Katwa,591,16,395,607,411,29,NA,NA,NA,NA,NA,0,0,0,0,0,7,https://mailchi.mp/sante.gouv.cd/ebola_kivu_06juin19
2019-06-06,2019-06-05,COD,North Kivu,Kayina,8,0,5,8,5,5,NA,NA,NA,NA,NA,0,0,0,0,0,-1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_06juin19
2019-06-06,2019-06-05,COD,North Kivu,Kyondo,19,2,13,21,15,13,NA,NA,NA,NA,NA,0,0,0,0,0,1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_06juin19
2019-06-06,2019-06-05,COD,North Kivu,Lubero,11,2,2,13,4,11,NA,NA,NA,NA,NA,0,0,0,0,0,-2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_06juin19
2019-06-06,2019-06-05,COD,North Kivu,Mabalako,225,16,165,241,181,16,NA,NA,NA,NA,NA,1,0,1,2,2,-3,https://mailchi.mp/sante.gouv.cd/ebola_kivu_06juin19
2019-06-06,2019-06-05,COD,North Kivu,Mangurujipa,12,0,6,12,6,10,NA,NA,NA,NA,NA,0,0,0,0,0,-1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_06juin19
2019-06-06,2019-06-05,COD,North Kivu,Masereka,38,6,15,44,21,7,NA,NA,NA,NA,NA,0,0,0,0,0,2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_06juin19
2019-06-06,2019-06-05,COD,North Kivu,Musienene,60,1,26,61,27,25,NA,NA,NA,NA,NA,2,0,2,1,1,5,https://mailchi.mp/sante.gouv.cd/ebola_kivu_06juin19
2019-06-06,2019-06-05,COD,North Kivu,Mutwanga,5,0,3,5,3,25,NA,NA,NA,NA,NA,0,0,0,0,0,21,https://mailchi.mp/sante.gouv.cd/ebola_kivu_06juin19
2019-06-06,2019-06-05,COD,North Kivu,Oicha,41,0,20,41,20,17,NA,NA,NA,NA,NA,0,0,0,0,0,1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_06juin19
2019-06-06,2019-06-05,COD,North Kivu,Vuhovi,85,13,31,98,44,7,NA,NA,NA,NA,NA,0,0,0,0,0,4,https://mailchi.mp/sante.gouv.cd/ebola_kivu_06juin19
2019-06-06,2019-06-05,COD,Ituri,Bunia,1,0,1,1,1,9,NA,NA,NA,NA,NA,0,0,0,0,0,-3,https://mailchi.mp/sante.gouv.cd/ebola_kivu_06juin19
2019-06-06,2019-06-05,COD,Ituri,Komanda,28,9,10,37,19,8,NA,NA,NA,NA,NA,0,0,0,0,0,-1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_06juin19
2019-06-06,2019-06-05,COD,Ituri,Mambasa,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_06juin19
2019-06-06,2019-06-05,COD,Ituri,Mandima,143,4,85,147,89,15,NA,NA,NA,NA,NA,2,0,2,3,3,-1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_06juin19
2019-06-06,2019-06-05,COD,Ituri,Nyankunde,1,0,1,1,1,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_06juin19
2019-06-06,2019-06-05,COD,Ituri,Rwampara,1,0,1,1,1,4,NA,NA,NA,NA,NA,0,0,0,0,0,4,https://mailchi.mp/sante.gouv.cd/ebola_kivu_06juin19
2019-06-06,2019-06-05,COD,Ituri,Tchomia,2,0,2,2,2,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_06juin19
2019-06-05,2019-06-04,COD,North Kivu,Alimbongo,1,0,0,1,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_05juin19
2019-06-05,2019-06-04,COD,North Kivu,Beni,315,9,182,324,191,51,NA,NA,NA,NA,NA,0,0,0,0,0,-10,https://mailchi.mp/sante.gouv.cd/ebola_kivu_05juin19
2019-06-05,2019-06-04,COD,North Kivu,Biena,8,1,8,9,9,35,NA,NA,NA,NA,NA,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_05juin19
2019-06-05,2019-06-04,COD,North Kivu,Butembo,233,0,249,233,249,13,NA,NA,NA,NA,NA,0,0,0,0,0,-4,https://mailchi.mp/sante.gouv.cd/ebola_kivu_05juin19
2019-06-05,2019-06-04,COD,North Kivu,Goma,0,0,0,0,0,13,NA,NA,NA,NA,NA,0,0,0,0,0,6,https://mailchi.mp/sante.gouv.cd/ebola_kivu_05juin19
2019-06-05,2019-06-04,COD,North Kivu,Kalunguta,108,15,49,123,64,15,NA,NA,NA,NA,NA,1,0,1,1,1,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_05juin19
2019-06-05,2019-06-04,COD,North Kivu,Katwa,591,16,395,607,411,22,NA,NA,NA,NA,NA,2,0,2,1,1,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_05juin19
2019-06-05,2019-06-04,COD,North Kivu,Kayina,8,0,5,8,5,6,NA,NA,NA,NA,NA,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_05juin19
2019-06-05,2019-06-04,COD,North Kivu,Kyondo,19,2,13,21,15,12,NA,NA,NA,NA,NA,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_05juin19
2019-06-05,2019-06-04,COD,North Kivu,Lubero,11,2,2,13,4,13,NA,NA,NA,NA,NA,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_05juin19
2019-06-05,2019-06-04,COD,North Kivu,Mabalako,224,16,163,240,179,19,NA,NA,NA,NA,NA,1,0,1,4,4,6,https://mailchi.mp/sante.gouv.cd/ebola_kivu_05juin19
2019-06-05,2019-06-04,COD,North Kivu,Mangurujipa,12,0,6,12,6,11,NA,NA,NA,NA,NA,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_05juin19
2019-06-05,2019-06-04,COD,North Kivu,Masereka,38,6,15,44,21,5,NA,NA,NA,NA,NA,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_05juin19
2019-06-05,2019-06-04,COD,North Kivu,Musienene,58,1,25,59,26,20,NA,NA,NA,NA,NA,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_05juin19
2019-06-05,2019-06-04,COD,North Kivu,Mutwanga,5,0,3,5,3,4,NA,NA,NA,NA,NA,0,0,0,0,0,-8,https://mailchi.mp/sante.gouv.cd/ebola_kivu_05juin19
2019-06-05,2019-06-04,COD,North Kivu,Oicha,41,0,20,41,20,16,NA,NA,NA,NA,NA,0,0,0,0,0,4,https://mailchi.mp/sante.gouv.cd/ebola_kivu_05juin19
2019-06-05,2019-06-04,COD,North Kivu,Vuhovi,85,13,31,98,44,3,NA,NA,NA,NA,NA,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_05juin19
2019-06-05,2019-06-04,COD,Ituri,Bunia,1,0,1,1,1,12,NA,NA,NA,NA,NA,0,0,0,0,0,-4,https://mailchi.mp/sante.gouv.cd/ebola_kivu_05juin19
2019-06-05,2019-06-04,COD,Ituri,Komanda,28,9,10,37,19,9,NA,NA,NA,NA,NA,0,0,0,0,0,-2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_05juin19
2019-06-05,2019-06-04,COD,Ituri,Mambasa,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_05juin19
2019-06-05,2019-06-04,COD,Ituri,Mandima,141,4,82,145,86,16,NA,NA,NA,NA,NA,1,0,1,-3,-3,2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_05juin19
2019-06-05,2019-06-04,COD,Ituri,Nyankunde,1,0,1,1,1,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_05juin19
2019-06-05,2019-06-04,COD,Ituri,Rwampara,1,0,1,1,1,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_05juin19
2019-06-05,2019-06-04,COD,Ituri,Tchomia,2,0,2,2,2,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_05juin19
2019-06-04,2019-06-03,COD,North Kivu,Alimbongo,1,0,0,1,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_04juin19
2019-06-04,2019-06-03,COD,North Kivu,Beni,315,9,182,324,191,61,NA,NA,NA,NA,NA,1,0,1,1,1,18,https://mailchi.mp/sante.gouv.cd/ebola_kivu_04juin19
2019-06-04,2019-06-03,COD,North Kivu,Biena,8,1,8,9,9,35,NA,NA,NA,NA,NA,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_04juin19
2019-06-04,2019-06-03,COD,North Kivu,Butembo,233,0,249,233,249,17,NA,NA,NA,NA,NA,2,0,2,1,1,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_04juin19
2019-06-04,2019-06-03,COD,North Kivu,Goma,0,0,0,0,0,7,NA,NA,NA,NA,NA,0,0,0,0,0,1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_04juin19
2019-06-04,2019-06-03,COD,North Kivu,Kalunguta,107,15,48,122,63,15,NA,NA,NA,NA,NA,1,0,1,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_04juin19
2019-06-04,2019-06-03,COD,North Kivu,Katwa,589,16,394,605,410,22,NA,NA,NA,NA,NA,2,0,2,2,2,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_04juin19
2019-06-04,2019-06-03,COD,North Kivu,Kayina,8,0,5,8,5,6,NA,NA,NA,NA,NA,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_04juin19
2019-06-04,2019-06-03,COD,North Kivu,Kyondo,19,2,13,21,15,12,NA,NA,NA,NA,NA,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_04juin19
2019-06-04,2019-06-03,COD,North Kivu,Lubero,11,2,2,13,4,13,NA,NA,NA,NA,NA,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_04juin19
2019-06-04,2019-06-03,COD,North Kivu,Mabalako,223,16,159,239,175,13,NA,NA,NA,NA,NA,2,0,2,1,1,-7,https://mailchi.mp/sante.gouv.cd/ebola_kivu_04juin19
2019-06-04,2019-06-03,COD,North Kivu,Mangurujipa,12,0,6,12,6,11,NA,NA,NA,NA,NA,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_04juin19
2019-06-04,2019-06-03,COD,North Kivu,Masereka,38,6,15,44,21,5,NA,NA,NA,NA,NA,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_04juin19
2019-06-04,2019-06-03,COD,North Kivu,Musienene,58,1,25,59,26,20,NA,NA,NA,NA,NA,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_04juin19
2019-06-04,2019-06-03,COD,North Kivu,Mutwanga,5,0,3,5,3,12,NA,NA,NA,NA,NA,0,0,0,0,0,3,https://mailchi.mp/sante.gouv.cd/ebola_kivu_04juin19
2019-06-04,2019-06-03,COD,North Kivu,Oicha,41,0,20,41,20,12,NA,NA,NA,NA,NA,0,0,0,0,0,4,https://mailchi.mp/sante.gouv.cd/ebola_kivu_04juin19
2019-06-04,2019-06-03,COD,North Kivu,Vuhovi,85,13,31,98,44,3,NA,NA,NA,NA,NA,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_04juin19
2019-06-04,2019-06-03,COD,Ituri,Bunia,1,0,1,1,1,16,NA,NA,NA,NA,NA,0,0,0,0,0,2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_04juin19
2019-06-04,2019-06-03,COD,Ituri,Komanda,28,9,10,37,19,11,NA,NA,NA,NA,NA,0,0,0,0,0,3,https://mailchi.mp/sante.gouv.cd/ebola_kivu_04juin19
2019-06-04,2019-06-03,COD,Ituri,Mambasa,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,-2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_04juin19
2019-06-04,2019-06-03,COD,Ituri,Mandima,140,4,85,144,89,14,NA,NA,NA,NA,NA,4,0,4,3,3,2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_04juin19
2019-06-04,2019-06-03,COD,Ituri,Nyankunde,1,0,1,1,1,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_04juin19
2019-06-04,2019-06-03,COD,Ituri,Rwampara,1,0,1,1,1,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_04juin19
2019-06-04,2019-06-03,COD,Ituri,Tchomia,2,0,2,2,2,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_04juin19
2019-06-03,2019-06-02,COD,North Kivu,Alimbongo,1,0,0,1,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,-1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_03juin19
2019-06-03,2019-06-02,COD,North Kivu,Beni,314,9,181,323,190,43,NA,NA,NA,NA,NA,0,0,0,0,0,-13,https://mailchi.mp/sante.gouv.cd/ebola_kivu_03juin19
2019-06-03,2019-06-02,COD,North Kivu,Biena,8,1,8,9,9,35,NA,NA,NA,NA,NA,0,0,0,0,0,-15,https://mailchi.mp/sante.gouv.cd/ebola_kivu_03juin19
2019-06-03,2019-06-02,COD,North Kivu,Butembo,231,0,248,231,248,17,NA,NA,NA,NA,NA,3,0,3,2,2,-8,https://mailchi.mp/sante.gouv.cd/ebola_kivu_03juin19
2019-06-03,2019-06-02,COD,North Kivu,Goma,0,0,0,0,0,6,NA,NA,NA,NA,NA,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_03juin19
2019-06-03,2019-06-02,COD,North Kivu,Kalunguta,106,15,48,121,63,15,NA,NA,NA,NA,NA,1,0,1,0,0,6,https://mailchi.mp/sante.gouv.cd/ebola_kivu_03juin19
2019-06-03,2019-06-02,COD,North Kivu,Katwa,587,16,392,603,408,22,NA,NA,NA,NA,NA,2,0,2,1,1,-15,https://mailchi.mp/sante.gouv.cd/ebola_kivu_03juin19
2019-06-03,2019-06-02,COD,North Kivu,Kayina,8,0,5,8,5,6,NA,NA,NA,NA,NA,0,0,0,0,0,5,https://mailchi.mp/sante.gouv.cd/ebola_kivu_03juin19
2019-06-03,2019-06-02,COD,North Kivu,Kyondo,19,2,13,21,15,12,NA,NA,NA,NA,NA,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_03juin19
2019-06-03,2019-06-02,COD,North Kivu,Lubero,11,2,2,13,4,13,NA,NA,NA,NA,NA,0,0,0,0,0,-10,https://mailchi.mp/sante.gouv.cd/ebola_kivu_03juin19
2019-06-03,2019-06-02,COD,North Kivu,Mabalako,221,16,158,237,174,20,NA,NA,NA,NA,NA,7,0,7,4,4,1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_03juin19
2019-06-03,2019-06-02,COD,North Kivu,Mangurujipa,12,0,6,12,6,11,NA,NA,NA,NA,NA,0,0,0,0,0,-7,https://mailchi.mp/sante.gouv.cd/ebola_kivu_03juin19
2019-06-03,2019-06-02,COD,North Kivu,Masereka,38,6,15,44,21,5,NA,NA,NA,NA,NA,0,0,0,0,0,1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_03juin19
2019-06-03,2019-06-02,COD,North Kivu,Musienene,58,1,25,59,26,20,NA,NA,NA,NA,NA,0,0,0,0,0,5,https://mailchi.mp/sante.gouv.cd/ebola_kivu_03juin19
2019-06-03,2019-06-02,COD,North Kivu,Mutwanga,5,0,3,5,3,9,NA,NA,NA,NA,NA,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_03juin19
2019-06-03,2019-06-02,COD,North Kivu,Oicha,41,0,20,41,20,8,NA,NA,NA,NA,NA,0,0,0,0,0,-2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_03juin19
2019-06-03,2019-06-02,COD,North Kivu,Vuhovi,85,13,31,98,44,3,NA,NA,NA,NA,NA,0,0,0,0,0,2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_03juin19
2019-06-03,2019-06-02,COD,Ituri,Bunia,1,0,1,1,1,14,NA,NA,NA,NA,NA,0,0,0,0,0,7,https://mailchi.mp/sante.gouv.cd/ebola_kivu_03juin19
2019-06-03,2019-06-02,COD,Ituri,Komanda,28,9,10,37,19,8,NA,NA,NA,NA,NA,0,0,0,0,0,-1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_03juin19
2019-06-03,2019-06-02,COD,Ituri,Mambasa,0,0,0,0,0,2,NA,NA,NA,NA,NA,0,0,0,0,0,2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_03juin19
2019-06-03,2019-06-02,COD,Ituri,Mandima,136,4,82,140,86,12,NA,NA,NA,NA,NA,1,0,1,0,0,-1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_03juin19
2019-06-03,2019-06-02,COD,Ituri,Nyankunde,1,0,1,1,1,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_03juin19
2019-06-03,2019-06-02,COD,Ituri,Rwampara,1,0,1,1,1,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_03juin19
2019-06-03,2019-06-02,COD,Ituri,Tchomia,2,0,2,2,2,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_03juin19
2019-06-02,2019-06-01,COD,North Kivu,Alimbongo,1,0,0,1,0,1,NA,NA,NA,NA,NA,0,0,0,0,0,1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_02juin19
2019-06-02,2019-06-01,COD,North Kivu,Beni,314,9,181,323,190,56,NA,NA,NA,NA,NA,4,0,4,3,3,-33,https://mailchi.mp/sante.gouv.cd/ebola_kivu_02juin19
2019-06-02,2019-06-01,COD,North Kivu,Biena,8,1,8,9,9,50,NA,NA,NA,NA,NA,0,0,0,0,0,15,https://mailchi.mp/sante.gouv.cd/ebola_kivu_02juin19
2019-06-02,2019-06-01,COD,North Kivu,Butembo,228,0,246,228,246,25,NA,NA,NA,NA,NA,5,0,5,3,3,8,https://mailchi.mp/sante.gouv.cd/ebola_kivu_02juin19
2019-06-02,2019-06-01,COD,North Kivu,Goma,0,0,0,0,0,6,NA,NA,NA,NA,NA,0,0,0,0,0,-6,https://mailchi.mp/sante.gouv.cd/ebola_kivu_02juin19
2019-06-02,2019-06-01,COD,North Kivu,Kalunguta,105,15,48,120,63,9,NA,NA,NA,NA,NA,0,0,0,0,0,-6,https://mailchi.mp/sante.gouv.cd/ebola_kivu_02juin19
2019-06-02,2019-06-01,COD,North Kivu,Katwa,585,16,391,601,407,37,NA,NA,NA,NA,NA,5,0,5,4,4,15,https://mailchi.mp/sante.gouv.cd/ebola_kivu_02juin19
2019-06-02,2019-06-01,COD,North Kivu,Kayina,8,0,5,8,5,1,NA,NA,NA,NA,NA,0,0,0,0,0,-5,https://mailchi.mp/sante.gouv.cd/ebola_kivu_02juin19
2019-06-02,2019-06-01,COD,North Kivu,Kyondo,19,2,13,21,15,12,NA,NA,NA,NA,NA,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_02juin19
2019-06-02,2019-06-01,COD,North Kivu,Lubero,11,2,2,13,4,23,NA,NA,NA,NA,NA,0,0,0,0,0,10,https://mailchi.mp/sante.gouv.cd/ebola_kivu_02juin19
